Run,Predicted solution,Loss equation
1,"-diff(u,t)+1.5847514957011632*t*1/(1.402097832674432+u^2*0.0002443684826940101)",0.10588842452311728
2,"-diff(u,t)+14.624661703149748*t*1/(12.723065215061188+u^1/104.36397287436691*t)",0.10737531803727514
3,"-diff(u,t)+-0.00633043269315404*t*u^1+1.1713842603807918*t*1",0.11787363617705966
4,"-diff(u,t)+-0.40357806695568205*t*1+0.9364593240569824*t*1+-0.0013975570394885498*u^2+0.6084284962629317*t*1",0.10479089257322205
5,"-diff(u,t)+1.1713842603807918*t*1+-0.00633043269315404*t*u^1",0.11787363617705972
