Run,Predicted solution,Loss equation
1,"-diff(u,t)+-0.09577714410370596*t*1+1.8449942822963645*1/(0.11407527585994429*t+u^1*0.004178629238976144*t)",3.9155547854151105
2,"-diff(u,t)+-0.2360250000964993*1+2.9142301857726114*1/(0.1851564299071108+u^1*0.006979884793743979*t)+-2.7611628714106367*1",3.8424348608230297
3,"-diff(u,t)+-1.1558293974886114*1+1.9471802044937112*u^3/(1.1833426092710355+u^5*0.0010838567603487581*t)",3.0811477704098476
4,"-diff(u,t)+32.020584786976414*1/(1.6816373839998067*t+u^1/42.2107280085325*t)+-1.9913294262791097*1",3.831116528714046
5,"-diff(u,t)+22.614350527639402*u^2/(10.342207868096057+u^5*0.0012121948627829473*t)",3.0286784037369756
