Run,Predicted solution,Loss equation
1,"1*diff(diff(u,t),t)+0.051966522982730384*t^2*u-5.022582503575853*t",0.9987785571028999
2,"1*t*u+7.919113016022186*diff(diff(u,t),t)-40.46658018404316*t",8.032736798874874
3,"1*diff(diff(u,t),t)+-1.4656700976681853*diff(u,t)+0.44927460278634335*t*u-1.1682631141796636",1.2691439605115056
4,"1*diff(diff(u,t),t)+-2.1638422753807545*diff(u,t)+0.6604970537736679*t*diff(u,t)-0.9044244111364693",1.4185842033260863
5,"1*diff(diff(u,t),t)*u+1.8144706657188283*u*u+-4.560345937609778*t^2*u+-1.8253108465136005*u-0",3.263959911135085
