Run,Predicted solution,Loss equation
1,"-diff(u,t)+0.22766446727535683*t*u^1/(1.6021842677836662+u^2*0.27289482855667374*t)+0.2930851811852196*1",0.016755447806943956
2,"-diff(u,t)+0.17466879035624908*t*1+-0.0724783400032161*u^2+-0.07897043985435082*1",0.025710253873921722
3,"-diff(u,t)+0.07366065752172976*t*cos(u*0.7878500433018338)+-0.4446862801523057*1+0.26868942904373994*u^1+1.1083860806958843*1+-0.3157978027787902*1+-0.22231094487649955*1",0.013812789437317294
4,"-diff(u,t)+0.17466879035624908*t*1+-0.07897043985435082*1+-0.0724783400032161*u^2",0.025710253873921726
5,"-diff(u,t)+0.0031247407932554544*t*1+0.7553737187251577*t*u^1/(2.480236243875166*t+u^4*0.8263369487927921)+0.32101653167470295*1",0.010242413687089709
