Run,Predicted solution,Loss equation
1,"-diff(u,t)+0.46368877032295774*log(u/1.1700598672011004)*cos(u*1.0546781860179246*t)+0.36328626558401744*t*1",6.961856350747368
2,"-diff(u,t)+0.35823035623388444*t*1+0.245367031100578*t*sin(u*0.9845956911250209*t)*sin(u*1.0429101440349582)",6.889823322000777
3,"-diff(u,t)+0.8256954781351535*t*u^2/(1.9508684251108201*t+u^2*2.276824548368828)+0.3587709669563764*cos(u*0.9848592993057158*t)/sin(u*1.0301879341741167)",6.868824924410706
4,"-diff(u,t)+0.3745989667463289*t*1+0.9747358235365662*cos(u/0.9481540920351685*t)+1.2058920041298566*cos(u*1.0168300043429792)",6.939637000083177
5,"-diff(u,t)+0.27376985496838324*t*1+0.5374681904006579*t*sin(u/1.1150378964096803*t)/log(u/1.2928520151238985)+1.2323344782966543*1",6.9200624790162655
