Run,Predicted solution,Loss equation
1,"41.27144844805912*u+2.352153042735967*diff(u,t)+12.093759551780828*diff(diff(u,t),t)-cos(2*t)",167.48932459209863
2,"-6.339710106320451*t*u+0.8981505931493465*t^3*diff(u,t)*u*u+-68.04793234954025/exp(0.33041670309182325*t^2)*u+60.704144880230416*u+48.05363682745305*u+47.79490512240103*u+42.8347655869117*diff(diff(u,t),t)+42.47957364491205*u-cos(2*t)",167.21841750591702
3,"0.43613941358847463*u+17.8839598712145*u*u*u+2.4955361997130385*diff(diff(u,t),t)+0.7770001698710407*diff(u,t)-cos(2*t)",92.75862281776259
4,"2.352153042735967*diff(u,t)+12.093759551780828*diff(diff(u,t),t)+41.27144844805912*u-cos(2*t)",167.48932459209863
5,"2.8631300956151096*u+9.054215669493832*u*diff(u,t)+2.088927926512798*diff(diff(u,t),t)-cos(2*t)",615.3697066430279
