Run,Predicted solution,Loss equation
1,"-diff(u,t)+0.2044508874155449*t*1+-0.20713816128947082*t*1+0.006145239531785392*t*1+2.1034204935477185*log(u*0.024948380975288426)*log(u*1.0583821652849517)+-1.036267020328184*1",0.09625269336889242
2,"-diff(u,t)+7.052050266554141*1/(0.4737497678593191+u^2/2.1243787739384623)+-1.1253260555731153*1+-7.638755991758206*1",0.1048263179952822
3,"-diff(u,t)+-10.231668603501255*u^1+7.296079976570107*1+1.7827599867495312*u^2",0.11738382357220713
4,"-diff(u,t)+7.296079976570107*1+-10.231668603501255*u^1+1.7827599867495312*u^2",0.11738382357220715
5,"-diff(u,t)+-0.5362762546816195*1+-2.7844273751302215*sin(u/1.3128116518239066)+-5.38990554444532*log(u/1.2522612902575347)",0.10481732199140839
