Run,Predicted solution,Loss equation
1,"-diff(u,t)+-3.0411515070608894*1/(2.3060818475753644*t+u^3*-0.17496248162861067*t)",0.16712061306872775
2,"-diff(u,t)+-15.899866042912095*1/(12.812570821372745*t+u^5*-0.30551766114166246*t)+0.04739630418860974*1",0.16511025029738394
3,"-diff(u,t)+-3.1597092048266893*1/(2.3780774340907103*t+u^3*-0.1591472723464432)",0.16914922283703707
4,"-diff(u,t)+-3.991256653979719*1/(2.3049309708758683*t+u^4*-0.04809004977403668)+0.855339118350269*sin(u/0.3442497050088056)*sin(u/4.757618312802938)",0.1562900579868878
5,"-diff(u,t)+-15.899508782968834*1/(10.764404001394942*t+u^5*-0.19835458624787772)+1.3250891543307235*t*u^2/(18.029091663188186*t+u^1/0.2298410364179223*t)",0.1665661577122881
