Run,Predicted solution,Loss equation
1,"1*diff(diff(u,t),t)+24.957514084380733*diff(u,t)+-24.31242700784552*diff(u,t)+61.78630434570302*u-0",5.486554429786483
2,"1*diff(diff(u,t),t)+0.6450873132917052*diff(u,t)+61.786293536337425*u-0",5.486554534926047
3,"1*diff(diff(u,t),t)+1.0110142725004905*cos(9.85750923205506*t^3)*diff(u,t)+61.120779597373705*u-0",5.717269318061915
4,"1*diff(diff(u,t),t)+61.473475612462245*u+0.6358343588793138*diff(u,t)-5.056709269395315*t",4.979668881203551
5,"1*diff(diff(u,t),t)+0.6450875471355049*diff(u,t)+10.43608624609476*u+51.35023555770077*u-0",5.486558033772703
