Run,Predicted solution,Loss equation
1,"4.991358504547881*u+0.6558942635465048*diff(u,t)+2.0342300139776937*diff(diff(u,t),t)+0.36515868997550954*diff(u,t)+0.09292748519513147*u-2*sin(0.5*t)",6.96688062070466
2,"5.084302517268636*u+1.0210855548216133*diff(u,t)+2.034253429808461*diff(diff(u,t),t)-2*sin(0.5*t)",6.966880840325618
3,"37.695187320454416*t*diff(u,t)+0.012442921042382418*diff(diff(u,t),t)-2*sin(0.5*t)",1622.1717537103136
4,"5.084302517268636*u+1.0210855548216133*diff(u,t)+2.034253429808461*diff(diff(u,t),t)-2*sin(0.5*t)",6.966880840325618
5,"1.0210855548216133*diff(u,t)+5.084302517268636*u+2.034253429808461*diff(diff(u,t),t)-2*sin(0.5*t)",6.966880840325618
