Run,Predicted solution,Loss equation
1,"1*u+1.0418634220957754*u+1.0276853285729883*t^2*u*diff(u,t)-0",1.8496843625959656
2,"1*u+1.0276853285729883*t^2*diff(u,t)*u+1.0418634220957754*u-0",1.8496843625959656
3,"1*diff(u,t)+0.9950633719915947/t*u-3.265423100134796",3.830141173116449
4,"1*diff(u,t)+0.9950633719915947/t*u-3.265423100134796",3.830141173116449
5,"1*diff(u,t)+-1.9012448869837666/t*u+2.8963071953014543/t*u-3.2653813173333157",3.830138237833798
