Predicted solution,Loss
sin(-0.0872611),0.001207109
sin(-0.05382879 / cos(cos(t) - exp(-1.6700271))),5.513941e-06
-0.05449758 / cos(cos(t) + -0.18790297),1.1329993e-05
"-0.46776485 * diff(u,t)",0.00016140593
"diff(u,t) * -0.46776485",0.00016140593
