Predicted solution,Loss
(u * -64.78849) - 1.0776405,30.859661
(-73.86135 * sin(u)) + -1.0963343,28.09472
"(-64.788315 * u) - (exp((cos(cos(-0.71425635)) - t) / (sin(cos(exp(-64.788315))) / diff(u,t))) * 0.01413568)",17.215425
u * -65.11401,31.966045
(-0.14208099 / u) + (-73.860435 * sin(u)),23.957708
