Predicted solution,R2
4.2386 * sin(14.4200 + 1.3317 * x_0) + -0.9073 * x_0,0.9939344226098694
2.6242 * sin(-0.0571 + 2.7051 * x_0) + -2.5573 * x_0,0.9935341643966148
2.6242 * sin(-0.0571 + 2.7051 * x_0) + -2.5573 * x_0,0.9935341643966148
2.6242 * sin(-0.0571 + 2.7051 * x_0) + -2.5573 * x_0,0.9935341643966148
2.6242 * sin(-0.0571 + 2.7051 * x_0) + -2.5573 * x_0,0.9935341643966148
