Predicted solution,Loss
"[cos(x1), -2761.54468120336*x2 - 1.18728133241458, 1.84481327707507/x1, -9.59952578793225*x0 - 13.7741248335026*x1/x0]",5969.2976583190575
"[t, 775.562132179906*x1, x1 + 49.1334328251453, x1 + 28.7628049728584]",8209.5846604429
"[8.86511858269776*t, t - 2490.12414306949*x2, t**2, t]",5969.295613449043
"[x0, -3132.19755568274*x2 - 11740.4621906497, t, x2]",5969.289866324324
"[-15.099878470081*x2, 8.09005762450076*x2/x0, x0, -0.0396664383655147*x1 + 9.76160929185377/(x0 + 2.54087139511892*x1)]",5981.052437609154
