Predicted solution,Loss
"[-8.26413701840051*t, t - 294.114765671259*x1, 8.03385789214683*t]",3.836653763307032
"[x1 + 0.742305141053389, 496.974521389526 - 6873.49150349698*x1**2, 8.24760661307486*x1]",3.9434876590492896
"[t, -355.61164647138*x0*x1 + x0/x1, 1.41481749249631*t*exp(x0) + x1]",3.959463244490279
"[t, 46.4012648954711*x0*x1 - 23.6546182229356*x1, 0.00141354902672246*t/x1]",3.9246690355028666
"[t, t - 254.211498378028*x1, t]",4.000857851011785
