Predicted solution,Loss
"[x0, -7.49769581757227*(x1 - 0.0891055556451891)*exp(t) - 8.76033807027091, x0]",0.515256419106108
"[-t + x1, -x1 - 0.0233788313404567, x0]",0.496359737448254
"[-t*x1 + t + 2*x0 + 8.20154453266287, -x1 - 0.0233765830474884, 5.91077917698123*x0]",0.4963599454271459
"[x1, -x1 - 0.0233764801279221, x0]",0.4963600036180074
"[-t + x0, -1.8251130860301*x1, 0.000297712922115784*t - 0.00303709549036662]",0.49330541514657233
