Predicted solution,Loss
"[x0, -1.37603758520512*t**2*x0]",0.6773709467345984
"[x0, -t*x0 + x0 - 0.796688498170152]",0.6702211565579097
"[5.0642478283024*x0, -t*x0 + 0.0668770342516461*t - 1.55863422714203]",0.6628399326525345
"[3.39335038225658*t + 3.60149794753808, -0.178627225077441/(2*x0 + 12.7991426238535) - 2.60656887363448*sin(t)/t**2]",0.6422107776560558
"[t, 1.104280106647*cos(2*x0) - 1.10594193413046]",0.6609638933894305
