Predicted solution,Loss
"[8.3588425031501*x1, x0 - 0.117905820800828, 4.75474424041242e-6*t**2]",0.893155129883191
"[-t + x1, -x1 - 0.00696988609468231, x0]",0.39154289890876814
"[-t*x1 + t + 2*x0 - 3.79442916171542, -x1 - 0.00697690505267437, -8.33602523550481*x0]",0.3915441178945241
"[x1, -x1 - 0.00697749090092848, x0]",0.39154297853537096
"[x0, -1.09255133706927*x1 - 0.00410605230868672, x0]",0.39140128210802955
