Predicted solution,Loss
"[1.44915168834872*t*x1, 6.51257375411913e-5*t, 0.00763949104073376*t - 0.136541847450953]",0.34992225297017215
"[-2.9601042504259*x1**2, x0, -3.14237275150241*x0*cos(x0**2) - x0 - 0.0487514657778415]",0.18481068407036352
"[-t*x1 + t + 2*x0 - 3.80195130540733, 0.0888412376908559 - x1, -8.36343235597776*x0]",0.2060832475528444
"[3.33208236671545*x0, 7.82617280176414*x0, -70.6522657330439*x0]",0.1994403903370059
"[t, x0, -x0 - 0.0501545310910185]",0.32534848932886173
