Predicted solution,Loss
"[-3.8798192389541*t, -7.72056836755057*t - 41.1983226477267*x0*(t + 0.251555759447404) - x0 + 147.083732887805]",0.2459934572194246
"[t - cos(x0) - 5.14081640390234, -1.97443917046955/t**2]",0.2614984137598611
"[t, 0.156720044357619*x0 + 1.37340134261656 - 1.02197459297546*x0/t]",0.19813134978549055
"[x0**2 + x0 - 8.38356546479279, -0.674484659474811*t + 2.34376303282722 - 1.00856580412785*x0/t]",0.19798573215199045
"[t, -t - 0.500783246574808*x0**2 + 3.75458497333947]",0.19862837669314776
