t_val,u_val,du_dt_val,d2u_dt2_val
3.4,0.217801792713079,1.27842391328149,-0.438387788764797
3.5,0.342940931263284,1.21902920007266,-0.774806505197851
3.6,0.460612190436809,1.12016566921515,-1.23584561710392
3.7,0.565552705227997,0.969069186892376,-1.80233793389213
3.8,0.652224972038038,0.759561157440597,-2.40204930657017
3.9,0.715206259037925,0.493673271105115,-2.91844383572684
4,0.74947142446444,0.183596599023645,-3.21999760715807
4.1,0.751832220978967,-0.139937906295314,-3.21728066220173
4.2,0.722152473387704,-0.445797414052259,-2.90873943161223
4.3,0.663696034638578,-0.710739390354663,-2.38453596332042
4.4,0.58171291819722,-0.919005177591144,-1.77704458969478
4.5,0.481932321181192,-1.0674218620866,-1.20311195151968
4.6,0.369991483250488,-1.1629848890778,-0.733607334273398
4.7,0.250660428099774,-1.21791487018026,-0.38602602211427
4.8,0.12736571172369,-1.24345675070344,-0.136888865926083
4.9,0.00269039247136205,-1.24710682803555,0.0595694643581022
5,-0.121484894966571,-1.2317003786253,0.257569345389581
5.1,-0.243100795582912,-1.19378206989626,0.508078247602927
5.2,-0.359402698161567,-1.12638886212972,0.84836546908251
5.3,-0.466978957286735,-1.02080055564839,1.29003199351408
5.4,-0.561768399307894,-0.866744721348421,1.80738356878836
5.5,-0.638696916303246,-0.659469528431305,2.32968487187256
5.6,-0.692208773062388,-0.405373913219263,2.74913753872132
5.7,-0.718462956687584,-0.118898357134936,2.96263943212865
5.8,-0.715537899825645,0.177266394447896,2.91171500330455
5.9,-0.683783512892411,0.455040320396009,2.6089240786865
6,-0.625935631094864,0.692936894858828,2.13268684577628
6.1,-0.546767437026371,0.879324974964499,1.59362943034623
6.2,-0.45174542846979,1.01283411522845,1.08806256684586
6.3,-0.345762668540701,1.09993486405762,0.670650466917185
6.4,-0.232985799045813,1.15016163374924,0.353949426424563
6.5,-0.116622096881907,1.17312201025771,0.118066608499466
6.6,0.000987490883203102,1.17509164136454,-0.0752240287960027
6.7,0.117786889165914,1.1581563398587,-0.270265026102849
6.8,0.231952889388525,1.12001771215808,-0.508794601584664
6.9,0.341208976636644,1.05466699650014,-0.8210868196098
7,0.441952460500549,0.953258658272765,-1.21365287509548
7.1,0.530283639875322,0.809879737134098,-1.6625121441559
7.2,0.6020987728921,0.622039241373148,-2.11068266503641
7.3,0.653146507446809,0.391657071721872,-2.47519617972049
7.4,0.679610753023152,0.132900274466753,-2.67056733382514
7.5,0.679453975229428,-0.133964272153831,-2.64475610589865
7.6,0.653106456406499,-0.387896181815963,-2.40442360476814
7.7,0.602933420765197,-0.609592158812644,-2.00869698364452
7.8,0.532715868968029,-0.787495803054689,-1.54302563379515
7.9,0.446975413248968,-0.918593068775228,-1.08769991580927
8,0.350369256625135,-1.00704831129467,-0.695693418221249
8.1,0.246730772724821,-1.0604477483876,-0.384708034360354
8.2,0.139193118306767,-1.08633917355318,-0.145076264404746
8.3,0.030159637558858,-1.09080222579424,0.0502341789319169
8.4,-0.0784302889869466,-1.07641604718419,0.235362141731453
8.5,-0.18459667558826,-1.04276509137885,0.443407215901954
8.6,-0.286183708030697,-0.98648189587793,0.699411755016043
8.7,-0.380876842436358,-0.90146465474359,1.01397285689343
8.8,-0.465625918337077,-0.782261364885846,1.37623325636754
8.9,-0.536371387809301,-0.626601367903365,1.74738631975681
9,-0.589591388004746,-0.436643689100868,2.0695829324306
9.1,-0.622448510261587,-0.219202605722324,2.28035286851722
9.2,-0.632851023727417,0.0131066898476947,2.33078362813535
9.3,-0.620135063881743,0.241157241973804,2.20618102763489
9.4,-0.585382707176795,0.448603191538786,1.93254361301961
9.5,-0.531328393377137,0.623948455925534,1.56680720919566
9.6,-0.461754376986133,0.76096174941189,1.17437750387642
9.7,-0.380430277158018,0.859722669569149,0.806409354892127
9.8,-0.290970561323923,0.923972315330754,0.492015007251245
9.9,-0.196564279412027,0.959875533334862,0.237453024268593
10,-0.0997332119226856,0.972944853767744,0.0316140267581653
10.1,-0.0025688776349837,0.96713029719625,-0.146114872431403
10.2,0.0931025503415884,0.944000993967752,-0.319108704650015
10.3,0.185774228237343,0.903076762507212,-0.508493133196976
10.4,0.273444603889215,0.841652408714161,-0.727501525512953
10.5,0.353596003370078,0.756573003606563,-0.97694563519196
10.6,0.423770631085722,0.646106497205946,-1.24361290360517
10.7,0.48157504002923,0.509957769495195,-1.50067805096697
10.8,0.524678811029464,0.34936882518043,-1.71150697704797
10.9,0.550866374876414,0.170928112237122,-1.83756825278109
11,0.558719044257416,-0.0141703907227643,-1.85143290589234
11.1,0.548116456557541,-0.194795375860434,-1.74741556132921
11.2,0.520186587535853,-0.360062639560319,-1.54356137537869
11.3,0.4769138102508,-0.501389919810163,-1.27382500019985
11.4,0.420908114609785,-0.614046829256591,-0.977376040279181
11.5,0.355076410001912,-0.697060425673592,-0.688100342584184
11.6,0.282378502624577,-0.752534160965577,-0.428222777080167
11.7,0.205364518307041,-0.783960866664223,-0.206271562218133
11.8,0.126263755752261,-0.794986840160016,-0.0202275296756078
11.9,0.0469394640315952,-0.788843108451409,0.13869886451303
12,-0.0310723580347262,-0.767680334926323,0.282023170178839
12.1,-0.106262647376928,-0.732436777138513,0.420381381173937
12.2,-0.177168356981825,-0.683446499007452,0.561199069230908
12.3,-0.24239811186479,-0.62045132643298,0.706943972497072
12.4,-0.300633098978345,-0.542615458070047,0.854296021567291
12.5,-0.350494845065577,-0.449900716286247,0.994199052711721
12.6,-0.390384396213184,-0.34444948314877,1.11244871224943
12.7,-0.41909207257545,-0.229362500866535,1.19354390461995
12.8,-0.435911681501407,-0.108634636045552,1.22472205777362
12.9,-0.440638211284964,0.0128428771694092,1.199205172191
13,-0.433481205953011,0.129224278180887,1.11768119904157
13.1,-0.415212961425753,0.23492225367674,0.988736417717016
13.2,-0.38704971385226,0.325874854715565,0.826388922979513
13.3,-0.3505691588126,0.399605206336735,0.646968845425319
13.4,-0.30765783556886,0.45520183458509,0.466022233904421
13.5,-0.260094294874645,0.493148621590356,0.295050176443688
13.6,-0.209573058022862,0.514808791638353,0.141200064934615
13.7,-0.157623419820374,0.521991746320471,0.00755372205480795
13.8,-0.105582639449285,0.516874101708045,-0.105898717072522
13.9,-0.0545713547075186,0.501365049195219,-0.200979969946846
14,-0.0055611154812297,0.477169922093821,-0.280168736092319
14.1,0.0406344869239674,0.445789449350658,-0.345829343847089
14.2,0.0833655752992865,0.408478684261353,-0.399727300440398
14.3,0.122138649012586,0.366271062114271,-0.442846114802797
14.4,0.156516763438991,0.320249278488927,-0.475342645976191
14.5,0.186138080992628,0.271553346967909,-0.496761477679685
14.6,0.210779593076282,0.221334143091166,-0.506441373271167
14.7,0.230357696645054,0.170760782566109,-0.503887286705074
14.8,0.244925412627776,0.121018769075258,-0.489099349020221
14.9,0.2546223014332,0.0733077073833933,-0.462694764323057
15,0.259703356187605,0.0287878663356694,-0.426071528186427
15.1,0.260524484253188,-0.0116199725171641,-0.381329529595452
15.2,0.257529753308881,-0.0472619055064624,-0.331121640088119
15.3,0.251230866408351,-0.0777527746003688,-0.278418518951091
15.4,0.242148904565147,-0.1029848171266,-0.226157125451607
15.5,0.23080790790193,-0.123113242874214,-0.177038280351167
15.6,0.21768984608466,-0.138549088073053,-0.13328068482732
15.7,0.203232426874404,-0.149955267812217,-0.0965306797266742
15.8,0.187803291506122,-0.158098756939457,-0.0678027864727505
15.9,0.171687924176013,-0.163802840640622,-0.0474773293019473
16,0.155093111008224,-0.167885520098037,-0.0353615293311889
16.1,0.138143015784382,-0.171118306215345,-0.0307492442290314
16.2,0.120881886035261,-0.174221976000908,-0.0324951492565476
16.3,0.103306064281847,-0.177760988992933,-0.0391577126025845
16.4,0.0853238350513334,-0.18213680040795,-0.0490039187147622
16.5,0.0668307359725373,-0.187582361101953,-0.0601943539617996
16.6,0.0477313997879427,-0.194144640869051,-0.0708715438177269
16.7,0.0279395543537008,-0.20168462844148,-0.0792100437019495
16.8,0.00737802263962709,-0.209877331489595,-0.0834658691591841
16.9,-0.0140188797087362,-0.21821842623782,-0.0820246799948208
17,-0.0362374402378941,-0.226114262753733,-0.0735208597239182
17.1,-0.0591862459165496,-0.232732282190917,-0.0569097224078722
17.2,-0.0826979995831691,-0.237189709107003,-0.0314809142331565
17.3,-0.106516915355125,-0.238620447889751,0.00307083231909528
17.4,-0.130298718628688,-0.236175082757052,0.0465650636866852
17.5,-0.153610646079039,-0.229020877756926,0.0982438001726311
17.6,-0.175934800428597,-0.216346388787749,0.156684242758143
17.7,-0.196720564247403,-0.19754885315907,0.219860295809715
17.8,-0.215291980578301,-0.172327016463299,0.284952930158226
17.9,-0.230981514178513,-0.140673090216644,0.348636102450226
18,-0.243178438522569,-0.102900988015114,0.40733997394025
18.1,-0.251328835802304,-0.0596463255345281,0.457491673440159
18.2,-0.254940567737306,-0.011859700099996,0.495808557394614
18.3,-0.253623623534622,0.0391040024282343,0.519701392238205
18.4,-0.247117881522684,0.091575876820375,0.527564990813319
18.5,-0.235334471835537,0.143937888019175,0.518930330995555
18.6,-0.218360119091947,0.194647854207126,0.494434498852496
18.7,-0.196457142395402,0.242239446806474,0.455623544725187
18.8,-0.170030461617634,0.285336950624218,0.404571951730508
18.9,-0.139569315136307,0.322816868763208,0.343410456238408
19,-0.105687993739918,0.35377897133648,0.274124774874279
19.1,-0.0690698320388402,0.377463466510313,0.198283890797645
19.2,-0.0304653721844927,0.39325012135144,0.116996821133251
19.3,0.00930763613066249,0.400658261827039,0.0310164265467464
19.4,0.0494331999510081,0.399279065302256,-0.0591053958982921
19.5,0.0890021548727305,0.388694141217088,-0.152538359630655
19.6,0.126993623788934,0.368696723546344,-0.247800542101175
19.7,0.162443784076134,0.339297758691666,-0.342658707961637
19.8,0.194446808228373,0.300725538992622,-0.433956362270399
19.9,0.222154863857207,0.253425702726715,-0.517644268633169
20,0.244777948241837,0.198078982910217,-0.589023412747731
20.1,0.261576286871901,0.136206164581243,-0.643271066595967
20.2,0.271949630824138,0.0700770962445598,-0.676197528214646
20.3,0.275555316609829,0.00199116522438447,-0.685025316109898
20.4,0.272317498107191,-0.0657353377797845,-0.668902765208445
20.5,0.262427146561386,-0.130769218693185,-0.629076190115086
20.6,0.246291178367366,-0.190819645023104,-0.56857198142652
20.7,0.224492619161312,-0.243972871114433,-0.491589617396809
20.8,0.197796563989164,-0.28879496751405,-0.402912881114274
20.9,0.167062636290131,-0.324323941666418,-0.307155822540646
21,0.133244114548659,-0.350069948704797,-0.208352909717204
21.1,0.0973481219382985,-0.36594888410128,-0.109695770876638
21.2,0.0603450981422683,-0.372070738699582,-0.0134678463339432
21.3,0.0232212710560215,-0.3687792753067,0.0786604414182444
21.4,-0.0131026897401462,-0.356542281134122,0.165423441692288
21.5,-0.0477754920309575,-0.335946014615419,0.245642789309315
21.6,-0.0800168826122157,-0.307694361425931,0.317983354060259
21.7,-0.109110460821481,-0.27264906387347,0.380819618802699
21.8,-0.134392474328405,-0.231904312279722,0.432228890674237
21.9,-0.155343277698558,-0.186709476767562,0.470251809911046
22,-0.17160007567387,-0.138457043114293,0.493165358200857
22.1,-0.182955686621018,-0.0886793410963014,0.499773245771175
22.2,-0.189337798270117,-0.0390250649629217,0.489620240114817
22.3,-0.190843436735096,0.00875635058623291,0.463225499388873
22.4,-0.18772515816288,0.05310234577955,0.42205240656435
22.5,-0.180380760029759,0.0926908508891539,0.368404732718991
22.6,-0.169353281141386,0.126440286230894,0.305252666910584
22.7,-0.155288111621536,0.153542818583031,0.23591741953372
22.8,-0.138868486709173,0.173551550140485,0.163717723081213
22.9,-0.120822770086896,0.186318662738215,0.0918259908256608
23,-0.101855965086581,0.191999523879161,0.023046451006363
23.1,-0.0826486554512308,0.191053161307685,-0.0402239017506632
23.2,-0.0638307053103519,0.184163290106254,-0.0960163587537571
23.3,-0.0459611683638709,0.172145230609087,-0.142773932485799
23.4,-0.0295223727678303,0.15596823012666,-0.179334597549543
23.5,-0.0148796148430635,0.136666927046948,-0.204952546507083
23.6,-0.00228093502332608,0.115340771513318,-0.219295789319564
23.7,0.00814140644970468,0.093147185262593,-0.222454731088693
23.8,0.0163507171824838,0.0711779351660582,-0.214905335239051
23.9,0.0224239613594044,0.050478034852359,-0.197548072840072
24,0.0265289819686751,0.0319652780319663,-0.171655852004194
24.1,0.0289161649722311,0.0163973641063692,-0.138834080790424
24.2,0.0299179368068359,0.00437163868356881,-0.100981239427532
24.3,0.0299124850037867,-0.003704516423768,-0.0601793396871811
24.4,0.0293111070250463,-0.00764432118600983,-0.0186087365854023
24.5,0.0285257234820483,-0.00747476238153315,0.0215613890337312
24.6,0.0279495844235632,-0.0034408462040567,0.058266004255948
24.7,0.0279490053077964,0.00400869800439259,0.0896150604023453
24.8,0.0288391347672734,0.0142512100514685,0.113978840152303
24.9,0.0308663530442924,0.0265204574054381,0.130057000819005
25,0.0341869954878953,0.0399524849831454,0.136941134650957
25.1,0.0388674554316442,0.0535944686933596,0.134144445371706
25.2,0.0448814311627164,0.0664717311388917,0.121612847186616
25.3,0.0521011793038346,0.0776086289913106,0.0997432347224778
25.4,0.060311802624407,0.0861201785187937,0.0693454167791818
25.5,0.0692131065761293,0.0912254162324131,0.0316295958512508
25.6,0.0784351991738829,0.0922606694907607,-0.0118328026148286
25.7,0.0875496606578191,0.0887474311871412,-0.0591603774676419
25.8,0.0960509169329556,0.0804029624500522,-0.108165312527793
25.9,0.103452428613478,0.0671718120747316,-0.156549546072761
26,0.109292029633274,0.049228296980358,-0.201979985662351
26.1,0.113131927245936,0.0269765022100545,-0.242170673825735
26.2,0.114564389537348,0.00104276523772361,-0.274984052479199
26.3,0.113261816692435,-0.027740781151217,-0.298605923514345
26.4,0.108976074962251,-0.0583338888007836,-0.311634625950584
26.5,0.101574484029673,-0.089640286339229,-0.313172688236239
26.6,0.0910465749822754,-0.120524618539871,-0.302861215021136
26.7,0.0775040903123337,-0.149812446321095,-0.280866021880352
26.8,0.061161537038059,-0.176352505922262,-0.247789124575356
26.9,0.0423512280363378,-0.199072629613732,-0.20461562400717
27,0.0215123684994607,-0.217001102401789,-0.152628839675946
27.1,-0.000844712973096809,-0.229334684746781,-0.0933033825692894
27.2,-0.0241386039114433,-0.2354387021745,-0.0282963363998504
27.3,-0.0477168079752736,-0.234847045276184,0.0405275886916263
27.4,-0.0709072054486719,-0.227264961098169,0.111118627961978
27.5,-0.0929889698332092,-0.212637878361303,0.181157838862171
27.6,-0.113233069757319,-0.191169078476636,0.248080608617496
27.7,-0.130983348983762,-0.163304458100551,0.309214368408919
27.8,-0.145656537447547,-0.129732527464121,0.361870024118995
27.9,-0.15674256846617,-0.0913837493907387,0.403490049777697
28,-0.163821445733828,-0.0494618522715403,0.431869178493377
28.1,-0.166592624795431,-0.00547328918113946,0.445407383557987
28.2,-0.164912571336771,0.0390446855149617,0.443287460439996
28.3,-0.158803340528273,0.0825771665209048,0.425569712431659
28.4,-0.148452577024994,0.123631597610464,0.393181794529774
28.5,-0.134187109533277,0.160790233870432,0.347758258450841
28.6,-0.11645608003418,0.192848679615672,0.291421042044631
28.7,-0.0958284830044202,0.218815791471917,0.226593065370423
28.8,-0.0729379192580107,0.23795990977375,0.155744230753822
28.9,-0.0484819489704727,0.249809657420002,0.0812941434397988
29,-0.0232108830116618,0.254145860223249,0.00556461500774699
29.1,0.00214135537810833,0.250937448795396,-0.0692752117960558
29.2,0.0267878570157634,0.240398029034261,-0.141052848368291
29.3,0.0500000140570325,0.222944969282151,-0.207664905544427
29.4,0.071128869770073,0.199187087752124,-0.267059080734368
29.5,0.0896051185354767,0.16992465252798,-0.317245373151972
29.6,0.104939877574497,0.136146158135774,-0.356365302006031
29.7,0.116735360867378,0.0990465883363431,-0.382826546193102
29.8,0.124710359496753,0.0600239819275647,-0.395483056009343
29.9,0.128732072287517,0.0204827774431553,-0.393785092227646
30,0.128819550759151,-0.0181902231415215,-0.377880387658237
